Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Goals
20/21,UEFA Champions League,Group Stage,11-04-2020,H,FC Barcelona,Dynamo Kyiv,Win,RW,5,01:00:00,Penalty,NA,638
20/21,LaLiga,9,11-07-2020,H,FC Barcelona,Real Betis Balompie,Win,CF,61,03:01:00,Penalty,NA,639
20/21,LaLiga,9,11-07-2020,H,FC Barcelona,Real Betis Balompie,Win,CF,82,04:02:00,Left-footed shot,Sergi Roberto,640
20/21,LaLiga,11,11/29/20,H,FC Barcelona,CA Osasuna,Win,RW,73,04:00:00,Left-footed shot,Francisco TrincÃ£o,641
20/21,LaLiga,13,12/13/20,H,FC Barcelona,Levante UD,Win,CF,76,01:00:00,Left-footed shot,Frenkie de Jong,642
20/21,LaLiga,14,12/19/20,H,FC Barcelona,Valencia CF,Win,CF,45+4,01:01:00,Header,NA,643
20/21,LaLiga,15,12/22/20,A,FC Barcelona,Real Valladolid CF,Loss,AM,65,00:03:00,Left-footed shot,Pedri,644
20/21,LaLiga,2,01-06-2021,A,FC Barcelona,Athletic Bilbao,Loss,CF,38,01:02:00,Left-footed shot,Pedri,645
20/21,LaLiga,2,01-06-2021,A,FC Barcelona,Athletic Bilbao,Loss,CF,62,01:03:00,Left-footed shot,Antoine Griezmann,646
20/21,LaLiga,18,01-09-2021,A,FC Barcelona,Granada CF,Loss,CF,35,00:02:00,Left-footed shot,Antoine Griezmann,647
20/21,LaLiga,18,01-09-2021,A,FC Barcelona,Granada CF,Loss,CF,42,00:03:00,Direct free kick,NA,648
20/21,Copa del Rey,Round of 16,1/27/21,A,FC Barcelona,Rayo Vallecano,Loss,CF,69,01:01:00,Left-footed shot,Antoine Griezmann,649
20/21,LaLiga,21,1/31/21,H,FC Barcelona,Athletic Bilbao,Win,CF,20,01:00:00,Direct free kick,NA,650
20/21,LaLiga,22,02-07-2021,A,FC Barcelona,Real Betis Balompie,Loss,CF,59,01:01:00,Left-footed shot,Ousmane Dembele,651
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,Win,CF,45+1,02:00:00,Left-footed shot,Sergio Busquets,652
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,Win,CF,75,04:01:00,Left-footed shot,Antoine Griezmann,653
20/21,UEFA Champions League,last 16,2/16/21,H,FC Barcelona,Paris Saint-Germain,Win,CF,27,01:00:00,Penalty,NA,654
20/21,LaLiga,24,2/21/21,H,FC Barcelona,Cadiz CF,Win,CF,32,01:00:00,Penalty,NA,655
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,Win,CF,48,01:00:00,Left-footed shot,Martin Braithwaite,656
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,Win,CF,68,02:00:00,Left-footed shot,Frenkie de Jong,657
20/21,LaLiga,25,2/27/21,A,FC Barcelona,Sevilla FC,Loss,CF,85,00:02:00,Right-footed shot,Ilaix Moriba,658
20/21,UEFA Champions League,last 16,03-10-2021,A,FC Barcelona,Paris Saint-Germain,Loss,SS,37,01:01:00,Long distance kick,Pedri,659
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,Win,SS,13,01:00:00,Left-footed shot,Sergio Busquets,660
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,Win,SS,90,04:01:00,Left-footed shot,Francisco TrincÃ£o,661
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,Loss,SS,56,00:04:00,Left-footed shot,Sergio Busquets,662
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,Loss,SS,89,01:06:00,Left-footed shot,Jordi Alba,663
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,Loss,CF,68,00:03:00,Left-footed shot,Frenkie de Jong,664
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,Loss,CF,72,00:04:00,Left-footed shot,Jordi Alba,665
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,Win,CF,8,01:00:00,Left-footed shot,Sergio Busquets,666
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,Win,CF,33,03:01:00,Left-footed shot,NA,667
20/21,LaLiga,33,4/29/21,H,FC Barcelona,Granada CF,Win,CF,23,01:00:00,Left-footed shot,Antoine Griezmann,668
20/21,LaLiga,34,05-02-2021,A,FC Barcelona,Valencia CF,Loss,CF,57,01:01:00,Left-footed shot,NA,669
20/21,LaLiga,34,05-02-2021,A,FC Barcelona,Valencia CF,Loss,CF,69,01:03:00,Direct free kick,NA,670
20/21,LaLiga,36,05-11-2021,A,FC Barcelona,Levante UD,Loss,SS,25,00:01:00,Left-footed shot,NA,671
20/21,LaLiga,37,5/16/21,H,FC Barcelona,Celta de Vigo,Win,SS,28,01:00:00,Header,Sergio Busquets,672
21/22,UEFA Champions League,Group Stage,9/28/21,H,Paris Saint-Germain,Manchester City,Win,RW,74,02:00:00,Left-footed shot,Kylian Mbappe,673
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,Win,RW,67,02:02:00,Left-footed shot,Kylian Mbappe,674
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,Win,RW,74,03:02:00,Penalty,NA,675
21/22,Ligue 1,14,11/20/21,H,Paris Saint-Germain,FC Nantes,Win,RW,87,03:01:00,Left-footed shot,Kylian Mbappe,676
21/22,UEFA Champions League,Group Stage,12-07-2021,H,Paris Saint-Germain,Club Brugge KV,Win,CF,38,03:00:00,Left-footed shot,Kylian Mbappe,677
21/22,UEFA Champions League,Group Stage,12-07-2021,H,Paris Saint-Germain,Club Brugge KV,Win,CF,76,04:01:00,Penalty,NA,678
21/22,Ligue 1,23,02-06-2022,A,Paris Saint-Germain,LOSC Lille,Loss,CF,38,01:03:00,Left-footed shot,NA,679
21/22,Ligue 1,30,04-03-2022,H,Paris Saint-Germain,FC Lorient,Win,RW,73,04:01:00,Left-footed shot,Kylian Mbappe,680
21/22,Ligue 1,34,4/23/22,H,Paris Saint-Germain,RC Lens,Win,RW,68,01:00:00,Left-footed shot,Neymar,681
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,Loss,CF,6,00:01:00,Left-footed shot,Kylian Mbappé,682
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,Loss,CF,20,00:02:00,Left-footed shot,Kylian Mbappé,683
21/22,Trophée des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA,684
21/22,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar,685
21/22,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes,686
22/23,Troph�e des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,Win,CF,22,01:00:00,Right-footed shot,NA,687
22/23,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,80,00:04:00,Left-footed shot,Neymar,688
22/23,Ligue 1,1,08-06-2022,A,Paris Saint-Germain,Clermont Foot,Loss,CF,86,00:05:00,Left-footed shot,Leandro Paredes,689
22/23,Ligue 1,3,8/21/22,A,Paris Saint-Germain,LOSC Lille,Loss,AM,27,00:02:00,Right-footed shot,Nuno Mendes,690
22/23,Champions League,Group Stage,9/14/22,A,Paris Saint-Germain,Maccabi Haifa,Loss,SS,37,01:01:00,Left-footed shot,NA,691
22/23,Ligue 1,8,9/18/22,A,Paris Saint-Germain,Olympique Lyon,Loss,AM,5,00:01:00,Left-footed shot,Neymar,692
22/23,Ligue 1,9,10-01-2022,H,Paris Saint-Germain,OGC Nice,Win,AM,28,01:00:00,Direct free kick,NA,693
22/23,UEFA Champions League,Group Stage,10-05-2022,A,Paris Saint-Germain,SL Benfica,Loss,AM,22,00:01:00,Left-footed shot,Neymar,694
22/23,Ligue 1,12,10/21/22,A,Paris Saint-Germain,AC Ajaccio,Loss,CF,78,00:02:00,Left-footed shot,Kylian Mbappe,695
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,19,01:00:00,Left-footed shot,Kylian Mbappe,696
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,Win,SS,44,04:01:00,Left-footed shot,Kylian Mbappe,697
22/23,Ligue 1,13,10/29/22,H,Paris Saint-Germain,ESTAC Troyes,Win,RW,55,02:02:00,Left-footed shot,Sergio Ramos,698
22/23,Ligue 1,18,01-11-2023,H,Paris Saint-Germain,Angers SCO,Win,AM,72,02:00:00,Right-footed shot,Nordi Mukiele,699
22/23,Ligue 1,21,02-01-2023,A,Paris Saint-Germain,Montpellier HSC,Loss,SS,72,00:02:00,Left-footed shot,Fabián Ruiz,700
22/23,Ligue 1,22,02-04-2023,H,Paris Saint-Germain,FC Toulouse,Win,SS,58,02:01:00,Left-footed shot,Achraf Hakimi,701
22/23,Ligue 1,24,2/19/23,H,Paris Saint-Germain,LOSC Lille,Win,CF,90+5,04:03:00,Direct free kick,NA,702
22/23,Ligue 1,25,2/26/23,A,Paris Saint-Germain,Olympique Marseille,Loss,CF,29,00:02:00,Right-footed shot,Kylian Mbappé,703
22/23,Ligue 1,26,03-04-2023,H,Paris Saint-Germain,FC Nantes,Win,CF,12,01:00:00,Left-footed shot,NA,704
